0.000000000000000000e+00,2.890000000000000000e+02,3.900000000000000000e+02
0.000000000000000000e+00,3.270000000000000000e+02,3.490000000000000000e+02
0.000000000000000000e+00,1.740000000000000000e+02,3.590000000000000000e+02
0.000000000000000000e+00,5.600000000000000000e+01,1.900000000000000000e+01
0.000000000000000000e+00,3.610000000000000000e+02,4.090000000000000000e+02
0.000000000000000000e+00,4.540000000000000000e+02,1.980000000000000000e+02
0.000000000000000000e+00,3.040000000000000000e+02,6.100000000000000000e+01
0.000000000000000000e+00,3.850000000000000000e+02,1.150000000000000000e+02
0.000000000000000000e+00,4.450000000000000000e+02,4.390000000000000000e+02
0.000000000000000000e+00,4.480000000000000000e+02,2.560000000000000000e+02
0.000000000000000000e+00,1.480000000000000000e+02,4.000000000000000000e+01
0.000000000000000000e+00,3.660000000000000000e+02,7.000000000000000000e+01
0.000000000000000000e+00,3.610000000000000000e+02,1.470000000000000000e+02
0.000000000000000000e+00,4.070000000000000000e+02,8.700000000000000000e+01
1.000000000000000000e+00,1.290000000000000000e+02,1.680000000000000000e+02
1.000000000000000000e+00,6.200000000000000000e+01,2.320000000000000000e+02
1.000000000000000000e+00,4.700000000000000000e+01,2.700000000000000000e+01
1.000000000000000000e+00,1.530000000000000000e+02,2.520000000000000000e+02
1.000000000000000000e+00,4.410000000000000000e+02,1.070000000000000000e+02
1.000000000000000000e+00,3.350000000000000000e+02,3.100000000000000000e+01
1.000000000000000000e+00,3.090000000000000000e+02,2.730000000000000000e+02
1.000000000000000000e+00,4.550000000000000000e+02,8.400000000000000000e+01
1.000000000000000000e+00,4.710000000000000000e+02,1.140000000000000000e+02
1.000000000000000000e+00,3.900000000000000000e+02,3.270000000000000000e+02
1.000000000000000000e+00,3.700000000000000000e+02,2.820000000000000000e+02
1.000000000000000000e+00,3.660000000000000000e+02,3.590000000000000000e+02
1.000000000000000000e+00,4.120000000000000000e+02,2.990000000000000000e+02
2.000000000000000000e+00,1.550000000000000000e+02,3.270000000000000000e+02
2.000000000000000000e+00,3.200000000000000000e+02,9.700000000000000000e+01
2.000000000000000000e+00,1.680000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+00,2.690000000000000000e+02,3.980000000000000000e+02
2.000000000000000000e+00,1.790000000000000000e+02,3.440000000000000000e+02
3.000000000000000000e+00,1.550000000000000000e+02,1.380000000000000000e+02
3.000000000000000000e+00,4.110000000000000000e+02,2.050000000000000000e+02
3.000000000000000000e+00,2.370000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,2.240000000000000000e+02,2.940000000000000000e+02
4.000000000000000000e+00,3.990000000000000000e+02,9.800000000000000000e+01
4.000000000000000000e+00,2.680000000000000000e+02,3.600000000000000000e+02
4.000000000000000000e+00,2.130000000000000000e+02,2.900000000000000000e+01
5.000000000000000000e+00,2.470000000000000000e+02,2.530000000000000000e+02
5.000000000000000000e+00,1.930000000000000000e+02,2.440000000000000000e+02
5.000000000000000000e+00,1.500000000000000000e+01,2.120000000000000000e+02
5.000000000000000000e+00,2.720000000000000000e+02,1.380000000000000000e+02
5.000000000000000000e+00,3.150000000000000000e+02,3.440000000000000000e+02
5.000000000000000000e+00,3.920000000000000000e+02,1.680000000000000000e+02
6.000000000000000000e+00,1.050000000000000000e+02,1.570000000000000000e+02
6.000000000000000000e+00,4.290000000000000000e+02,1.400000000000000000e+02
6.000000000000000000e+00,1.260000000000000000e+02,8.200000000000000000e+01
6.000000000000000000e+00,2.950000000000000000e+02,3.730000000000000000e+02
6.000000000000000000e+00,4.380000000000000000e+02,9.500000000000000000e+01
6.000000000000000000e+00,2.040000000000000000e+02,1.170000000000000000e+02
6.000000000000000000e+00,3.560000000000000000e+02,3.490000000000000000e+02
6.000000000000000000e+00,3.320000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+00,4.710000000000000000e+02,1.300000000000000000e+02
7.000000000000000000e+00,2.600000000000000000e+02,1.550000000000000000e+02
7.000000000000000000e+00,1.690000000000000000e+02,5.800000000000000000e+01
7.000000000000000000e+00,4.400000000000000000e+01,1.420000000000000000e+02
7.000000000000000000e+00,4.440000000000000000e+02,1.400000000000000000e+02
8.000000000000000000e+00,1.960000000000000000e+02,1.460000000000000000e+02
8.000000000000000000e+00,1.500000000000000000e+01,1.110000000000000000e+02
8.000000000000000000e+00,3.160000000000000000e+02,2.510000000000000000e+02
